year,month,day,date,avg_temp,med_temp,avg_dewpt_temp,med_dewpt_temp,avg_rel_hum_pct,med_rel_hum_pct,avg_wind_dir,med_wind_dir,avg_wind_spd,med_wind_spd,avg_visib,med_visib,avg_stn_press,med_stn_press,avg_hmdx,med_hmdx,avg_wind_chill,med_wind_chill
2012,4,26,2012-04-26,10.791666666666666,10.2,5.558333333333334,5.9,71.58333333333333,75.5,20.708333333333332,22.5,9.541666666666666,8,27.483333333333334,24.1,100.53041666666667,100.36500000000001,26,26,-5,-5
2012,4,27,2012-04-27,10.108333333333333,10.15,3.45,3.55,63.75,65.5,15.166666666666666,15,13.875,13,27.812500000000004,24.1,102.24125,102.4,26,26,-5,-5
2012,4,28,2012-04-28,10.983333333333333,11.3,5.429166666666667,5.2,68.66666666666667,69.5,12.875,9,9.625,9,23.700000000000003,24.1,102.42041666666667,102.47,26,26,-5,-5
2012,4,29,2012-04-29,11.470833333333333,11.2,7.554166666666666,7.7,77.04166666666667,77,18.958333333333332,14.5,7.458333333333333,9,27.150000000000002,28.150000000000002,101.71666666666667,101.91499999999999,26,26,-5,-5
2012,4,30,2012-04-30,10.2375,9.95,5.454166666666667,5.65,73.29166666666667,76.5,17.125,18.5,16.541666666666668,17,22.7375,24.1,100.46416666666667,100.42,26,26,-5,-5
2012,5,1,2012-05-01,9.9875,9.75,2.8875,2.8,61.75,60,16.875,18.5,15.458333333333334,16,34.2625,32.2,101.1875,101.235,26,26,-5,-5
2012,5,2,2012-05-02,9.279166666666667,8.850000000000001,2.8541666666666665,2.95,65.04166666666667,66.5,12.333333333333334,10,10,10,29.637500000000003,32.2,101.29708333333333,101.355,26,26,-5,-5
2012,5,3,2012-05-03,8.5375,8.4,4.691666666666666,4.5,76.875,80,17.416666666666668,14,10.208333333333334,7,23.587500000000002,24.1,100.63458333333334,100.565,26,26,-5,-5
2012,5,4,2012-05-04,10.008333333333333,9.649999999999999,4.208333333333333,4.4,67.625,64.5,22.666666666666668,25,10.916666666666666,11,31.641666666666666,24.1,101.90625,101.97,26,26,-5,-5
2012,5,5,2012-05-05,10.066666666666666,9.899999999999999,3.1666666666666665,3.3499999999999996,63,62,17.708333333333332,19.5,10.958333333333334,11,29.175,32.2,103.04541666666667,103.14,26,26,-5,-5
2012,5,6,2012-05-06,10.9875,11.95,4.141666666666667,3.9,64,64.5,15.75,12,9.583333333333334,9,40.25,40.25,103.11041666666667,103.205,26,26,-5,-5
2012,5,7,2012-05-07,13.020833333333334,13.35,6.008333333333333,5.3,63,63.5,20.125,22.5,6.458333333333333,6,34.212500000000006,32.2,102.41083333333333,102.525,26,26,-5,-5
2012,5,8,2012-05-08,13.808333333333334,13.3,6.370833333333334,6.95,61.416666666666664,62.5,19.041666666666668,20.5,15.333333333333334,15,31.862500000000004,32.2,101.85916666666667,101.85,26,26,-5,-5
2012,5,9,2012-05-09,10.229166666666666,10.05,1.2000000000000002,1.35,53.75,55.5,27.416666666666668,27.5,33.791666666666664,34,45.61666666666667,48.3,102.3075,102.4,26,26,-5,-5
2012,5,10,2012-05-10,9.983333333333333,9.9,0.7958333333333333,0.9,53.458333333333336,56.5,24.916666666666668,27,21.166666666666668,21.5,48.3,48.3,102.82583333333334,102.81,26,26,-5,-5
2012,5,11,2012-05-11,10.1875,10.9,2.2291666666666665,3.15,58.166666666666664,59.5,22.5,26,9.708333333333334,9,48.3,48.3,102.6075,102.735,26,26,-5,-5
2012,5,12,2012-05-12,13.025,13.6,4.979166666666666,6.4,58.541666666666664,58,22.875,27,9.708333333333334,9,48.3,48.3,102.27374999999999,102.35,26,26,-5,-5
2012,5,13,2012-05-13,14.4125,14.9,7.25,8.350000000000001,62.458333333333336,63,25.708333333333332,30,13.291666666666666,15,48.3,48.3,102.09208333333333,102.16,26,26,-5,-5
2012,5,14,2012-05-14,14.895833333333334,14.6,8.470833333333333,9,65.66666666666667,65,31.041666666666668,30,15.791666666666666,17,48.3,48.3,101.72749999999999,101.785,26,26,-5,-5
2012,5,15,2012-05-15,14.2125,14.4,7.516666666666667,7.8,64.79166666666667,64.5,28.375,29.5,14.791666666666666,15,48.3,48.3,101.75458333333333,101.755,26,26,-5,-5
2012,5,16,2012-05-16,12.845833333333333,12.8,5.3125,5.3,60.58333333333333,60,27.958333333333332,28,22.791666666666668,24,48.3,48.3,101.75916666666666,101.755,26,26,-5,-5
2012,5,17,2012-05-17,11.504166666666666,11.5,3.6875,3.75,59,60.5,28.333333333333332,29,29.875,32,48.3,48.3,101.6175,101.62,26,26,-5,-5
2012,5,18,2012-05-18,11.179166666666667,11.100000000000001,3.7041666666666666,3.75,60.66666666666667,63,24.125,23,15.041666666666666,16,46.287499999999994,48.3,101.97791666666667,101.995,26,26,-5,-5
2012,5,19,2012-05-19,12.35,13.3,4.3375,4.1,59.41666666666667,61.5,16.958333333333332,23,7.541666666666667,6,44.94583333333333,48.3,101.87791666666666,101.94,26,26,-5,-5
2012,5,20,2012-05-20,12.804166666666667,12.3,6.7250000000000005,7.1,68.08333333333334,64.5,9.291666666666666,9,13.458333333333334,13,22.420833333333334,25.75,101.51291666666667,101.505,26,26,-5,-5
2012,5,21,2012-05-21,12.979166666666666,12.850000000000001,9.454166666666667,9.7,79.45833333333333,83,13.583333333333334,13,17.166666666666668,17,16.4875,16.1,100.895,100.82,26,26,-5,-5
2012,5,22,2012-05-22,11.9375,11.6,5.295833333333333,5.25,64.20833333333333,64,14.458333333333334,16.5,13.833333333333334,15,30.512500000000003,32.2,101.17291666666667,101.185,26,26,-5,-5
2012,5,23,2012-05-23,11.7875,11.35,5.895833333333333,5.800000000000001,67.875,68,12.333333333333334,9,13.041666666666666,12,27.137500000000003,24.1,101.32791666666667,101.33,26,26,-5,-5
2012,5,24,2012-05-24,11.8375,12.15,5.8875,5.800000000000001,67.25,68.5,19.416666666666668,20,18.041666666666668,17,26.125,24.1,101.17083333333333,101.17,26,26,-5,-5
2012,5,25,2012-05-25,14.454166666666667,15.2,8.133333333333333,8.75,66.45833333333333,66,27.75,30.5,15.916666666666666,16,42.25416666666666,48.3,101.19666666666667,101.24000000000001,26,26,-5,-5
